sentence;arg1;rel;arg2;gold;pred;score;pattern_ud;subj_deprel;obj_deprel
Oklahoma City é o lar de o maior distrito escolar de o estado, as Escolas Públicas de Oklahoma City.;Oklahoma City;é;lar;0;1;;cop;nsubj;root
Oklahoma City é o lar de o maior distrito escolar de o estado, as Escolas Públicas de Oklahoma City.;Oklahoma City;é;o lar distrito;0;1;;cop;nsubj;root
Oklahoma City é o lar de o maior distrito escolar de o estado, as Escolas Públicas de Oklahoma City.;Oklahoma City;é;o lar de o maior distrito escolar de o estado;1;0;0.0;unknown;;
A Rádio WKY de Oklahoma City foi a primeira estação de rádio a transmitir a oeste de o rio Mississippi e a terceira estação de rádio em os Estados Unidos.;A Rádio WKY de Oklahoma City;foi;estação;0;1;;cop;nsubj;root
A Rádio WKY de Oklahoma City foi a primeira estação de rádio a transmitir a oeste de o rio Mississippi e a terceira estação de rádio em os Estados Unidos.;A Rádio WKY de Oklahoma City;foi;a primeira estação rádio;0;1;;cop;nsubj;root
A Rádio WKY de Oklahoma City foi a primeira estação de rádio a transmitir a oeste de o rio Mississippi e a terceira estação de rádio em os Estados Unidos.;A Rádio WKY de Oklahoma City;foi;a primeira estação de rádio a transmitir a oeste de o rio Mississippi;1;0;0.0;unknown;;
A Rádio WKY de Oklahoma City foi a primeira estação de rádio a transmitir a oeste de o rio Mississippi e a terceira estação de rádio em os Estados Unidos.;A Rádio WKY de Oklahoma City;foi;a terceira estação de rádio em os Estados Unidos;1;0;0.0;unknown;;
Oklahoma City é servida por dois aeroportos principais, o Will Rogers World Airport e o muito menor Wiley Post Airport (aliás, os dois homenageados morreram em o mesmo acidente de avião em o Alasca) Will Rogers World Airport é o aeroporto comercial mais movimentado de o estado, com mais de 3,6 milhões passageiros anualmente.;Will Rogers World Airport;é;aeroporto;0;1;;cop;nsubj;conj
Oklahoma City é servida por dois aeroportos principais, o Will Rogers World Airport e o muito menor Wiley Post Airport (aliás, os dois homenageados morreram em o mesmo acidente de avião em o Alasca) Will Rogers World Airport é o aeroporto comercial mais movimentado de o estado, com mais de 3,6 milhões passageiros anualmente.;Will Rogers World Airport;é;o aeroporto comercial movimentado passageiros;0;1;;cop;nsubj;conj
Oklahoma City é servida por dois aeroportos principais, o Will Rogers World Airport e o muito menor Wiley Post Airport (aliás, os dois homenageados morreram em o mesmo acidente de avião em o Alasca) Will Rogers World Airport é o aeroporto comercial mais movimentado de o estado, com mais de 3,6 milhões passageiros anualmente.;Oklahoma City;é;servida por dois aeroportos principais;1;0;0.0;unknown;;
Oklahoma City é servida por dois aeroportos principais, o Will Rogers World Airport e o muito menor Wiley Post Airport (aliás, os dois homenageados morreram em o mesmo acidente de avião em o Alasca) Will Rogers World Airport é o aeroporto comercial mais movimentado de o estado, com mais de 3,6 milhões passageiros anualmente.;Oklahoma City;é servida por;dois aeroportos principais;1;0;0.0;unknown;;
Oklahoma City é o lar de várias equipes de esportes profissionais, incluindo o Oklahoma City Trovão de a National Basketball Association.;Oklahoma City;é;lar;0;1;;cop;nsubj;root
Oklahoma City é o lar de várias equipes de esportes profissionais, incluindo o Oklahoma City Trovão de a National Basketball Association.;Oklahoma City;é;o lar equipes;0;1;;cop;nsubj;root
Oklahoma City é o lar de várias equipes de esportes profissionais, incluindo o Oklahoma City Trovão de a National Basketball Association.;Oklahoma City;é;o lar de várias equipes de esportes profissionais;1;0;0.0;unknown;;
Draper de o Lago Stanley é o maior e mais remoto lago de a cidade.;Draper de o Lago Stanley;é;lago;0;1;;cop;nsubj;root
Draper de o Lago Stanley é o maior e mais remoto lago de a cidade.;Draper de o Lago Stanley;é;o maior lago cidade;0;1;;cop;nsubj;root
Draper de o Lago Stanley é o maior e mais remoto lago de a cidade.;Draper de o Lago Stanley;é;o maior e mais remoto lago de a cidade;1;0;0.0;unknown;;
A Faculdade Comunitária de Oklahoma City, em o sul de Oklahoma City, é a segunda maior faculdade comunitária de o estado.:;A Faculdade Comunitária de Oklahoma City em o sul de Oklahoma City;é;faculdade;0;1;;cop;nsubj;root
A Faculdade Comunitária de Oklahoma City, em o sul de Oklahoma City, é a segunda maior faculdade comunitária de o estado.:;A Faculdade Comunitária de Oklahoma City em o sul de Oklahoma City;é;a segunda maior faculdade comunitária estado;0;1;;cop;nsubj;root
A Faculdade Comunitária de Oklahoma City, em o sul de Oklahoma City, é a segunda maior faculdade comunitária de o estado.:;A Faculdade Comunitária de Oklahoma City;é;a segunda maior faculdade comunitária de o estado;1;0;0.0;unknown;;
O UNFPA trabalha em parceria com os governos, juntamente com outras agências de as Nações Unidas, comunidades, ONGs, fundações e setor privado, para aumentar a conscientização e mobilizar o apoio e os recursos necessários para cumprir sua missão de promover os direitos e a saúde de as mulheres e jovens.;O UNFPA;trabalha em;parceria com os governos;1;1;;verb+obl;nsubj;obl
Em 30 de dezembro de 1922, o Primeiro Congresso de os Sovietes de a URSS aprovou o Tratado sobre a Criação de a URSS, por o qual a Rússia se uniu a a República Socialista Soviética de a Ucrânia, República Socialista Soviética de a Bielorrússia e República Socialista Federal Soviética de a Transcaucásia.;o Primeiro Congresso de os Sovietes de a URSS;aprovou;o Tratado sobre a Criação de a URSS;1;1;;verb+obj;nsubj;obj
A Universal possuía os direitos de o personagem Oswald, o Coelho de a Sorte, embora Walt Disney e Ub Iwerks tivessem criado Oswald, e seus filmes tivessem desfrutado de uma exibição teatral de sucesso.;A Universal;possuía;os direitos de o personagem Oswald o Coelho de a Sorte;0;1;;verb+obj;nsubj;obj
A Universal possuía os direitos de o personagem Oswald, o Coelho de a Sorte, embora Walt Disney e Ub Iwerks tivessem criado Oswald, e seus filmes tivessem desfrutado de uma exibição teatral de sucesso.;Walt Disney e Ub Iwerks;tivessem criado;Oswald;1;1;;verb+obj;nsubj;obj
A Universal possuía os direitos de o personagem Oswald, o Coelho de a Sorte, embora Walt Disney e Ub Iwerks tivessem criado Oswald, e seus filmes tivessem desfrutado de uma exibição teatral de sucesso.;seus filmes;tivessem desfrutado de;uma exibição teatral de sucesso;0;1;;verb+obj;nsubj;obj
A cantora adolescente Deanna Durbin estrelou o primeiro filme americano de Pasternak, Three Smart Girls (1936).;A cantora adolescente;estrelou;o primeiro filme americano de Pasternak Three Smart Girls;0;1;;verb+obj;nsubj;obj
A cantora adolescente Deanna Durbin estrelou o primeiro filme americano de Pasternak, Three Smart Girls (1936).;Deanna Durbin;estrelou;o primeiro filme americano de Pasternak;1;0;0.0;unknown;;
A cantora adolescente Deanna Durbin estrelou o primeiro filme americano de Pasternak, Three Smart Girls (1936).;A cantora adolescente Deanna Durbin;estrelou;o primeiro filme americano de Pasternak;1;0;0.0;unknown;;
Na esperança de construir um império de entretenimento em torno de a Universal, a Seagram comprou a PolyGram em 1999 e outras propriedades de entretenimento, mas os lucros flutuantes característicos de Hollywood não substituíram o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont.;a Seagram;comprou;a PolyGram;0;1;;verb+obj;nsubj;obj
Na esperança de construir um império de entretenimento em torno de a Universal, a Seagram comprou a PolyGram em 1999 e outras propriedades de entretenimento, mas os lucros flutuantes característicos de Hollywood não substituíram o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont.;os lucros flutuantes característicos de Hollywood;não substituíram;o fluxo de renda confiável;0;1;;verb+obj;nsubj;obj
Na esperança de construir um império de entretenimento em torno de a Universal, a Seagram comprou a PolyGram em 1999 e outras propriedades de entretenimento, mas os lucros flutuantes característicos de Hollywood não substituíram o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont.;a Seagram;comprou;a PolyGram em 1999 e outras propriedades de entretenimento;1;1;;verb+obj[+obl];nsubj;obj
Na esperança de construir um império de entretenimento em torno de a Universal, a Seagram comprou a PolyGram em 1999 e outras propriedades de entretenimento, mas os lucros flutuantes característicos de Hollywood não substituíram o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont.;a Seagram;comprou em;em 1999 e outras propriedades de entretenimento;0;1;;verb+nary-split;nsubj;obl
Na esperança de construir um império de entretenimento em torno de a Universal, a Seagram comprou a PolyGram em 1999 e outras propriedades de entretenimento, mas os lucros flutuantes característicos de Hollywood não substituíram o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont.;a Seagram;comprou;a PolyGram em 1999;1;0;0.0;unknown;;
Na esperança de construir um império de entretenimento em torno de a Universal, a Seagram comprou a PolyGram em 1999 e outras propriedades de entretenimento, mas os lucros flutuantes característicos de Hollywood não substituíram o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont.;os lucros flutuantes característicos de Hollywood;não substituíram;o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont;1;0;0.0;unknown;;
Posteriormente, a Universal Pictures adquiriu os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal, como Mulholland Drive (que recebeu uma indicação a o Oscar) e Brotherhood of the Wolf (que se tornou o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980).;a Universal Pictures;adquiriu;os direitos de distribuição de vários filmes de o StudioCanal como Mulholland Drive e Brotherhood of the Wolf;0;1;;verb+obj;nsubj;obj
Posteriormente, a Universal Pictures adquiriu os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal, como Mulholland Drive (que recebeu uma indicação a o Oscar) e Brotherhood of the Wolf (que se tornou o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980).;a Universal Pictures;adquiriu;os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal como Mulholland Drive e Brotherhood of the Wolf;0;1;;verb+obj[+obl];nsubj;obj
Posteriormente, a Universal Pictures adquiriu os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal, como Mulholland Drive (que recebeu uma indicação a o Oscar) e Brotherhood of the Wolf (que se tornou o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980).;que;se tornou;o segundo filme;0;1;;verb+xcomp;nsubj;xcomp
Posteriormente, a Universal Pictures adquiriu os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal, como Mulholland Drive (que recebeu uma indicação a o Oscar) e Brotherhood of the Wolf (que se tornou o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980).;a Universal Pictures;adquiriu em;em os Estados Unidos;0;1;;verb+nary-split;nsubj;obl
Posteriormente, a Universal Pictures adquiriu os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal, como Mulholland Drive (que recebeu uma indicação a o Oscar) e Brotherhood of the Wolf (que se tornou o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980).;a Universal Pictures;adquiriu;os direitos de distribuição em os Estados Unidos;1;0;0.0;unknown;;
Posteriormente, a Universal Pictures adquiriu os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal, como Mulholland Drive (que recebeu uma indicação a o Oscar) e Brotherhood of the Wolf (que se tornou o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980).;a Universal Pictures;adquiriu;os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal;1;0;0.0;unknown;;
Alexander Bell nasceu em Edimburgo, Escócia, em 3 de março de 1847.;Alexander Bell;nasceu em;Edimburgo;1;1;;verb+obl;nsubj;obl
Alexander Bell nasceu em Edimburgo, Escócia, em 3 de março de 1847.;Alexander Bell;nasceu em;em 3 de março de 1847;0;1;;verb+nary-split;nsubj;obl
Em 1865, quando a família Bell se mudou para Londres, Bell retornou a Weston House como assistente de mestre e, em suas horas vagas, continuou as experiências sonoras com o mínimo de equipamento de laboratório.;a família;se mudou para;Londres;0;1;;verb+obl;nsubj;obl
Em 1865, quando a família Bell se mudou para Londres, Bell retornou a Weston House como assistente de mestre e, em suas horas vagas, continuou as experiências sonoras com o mínimo de equipamento de laboratório.;Bell;retornou a;Weston House;1;0;0.0;unknown;;
Em 1865, quando a família Bell se mudou para Londres, Bell retornou a Weston House como assistente de mestre e, em suas horas vagas, continuou as experiências sonoras com o mínimo de equipamento de laboratório.;Bell;retornou a;Weston House como assistente de mestre;1;0;0.0;unknown;;
